outer_x,outer_y,outer_z,inner_x2,inner_y3,inner_z4
384124.8696,5846554.118,0,384132.4833,5846563.076,0
384123.6326,5846555.521,0,384130.9961,5846564.653,0
384122.3857,5846556.934,0,384129.4731,5846566.137,0
384121.1195,5846558.369,0,384127.9665,5846567.606,0
384119.8174,5846559.792,0,384126.3909,5846569.022,0
384118.4567,5846561.143,0,384124.7731,5846570.418,0
384117.1067,5846562.484,0,384123.1396,5846571.827,0
384115.7576,5846563.799,0,384121.473,5846573.247,0
384114.2697,5846564.918,0,384119.6455,5846574.544,0
384112.8199,5846566.008,0,384117.7943,5846575.858,0
384111.3996,5846567.076,0,384115.9522,5846577.153,0
384109.9669,5846568.153,0,384114.1179,5846578.376,0
384108.496,5846569.258,0,384112.3112,5846579.58,0
384106.9152,5846570.255,0,384110.5224,5846580.773,0
384105.2593,5846571.167,0,384108.6764,5846581.826,0
384103.5889,5846572.087,0,384106.8371,5846582.86,0
384101.906,5846573.014,0,384104.9848,5846583.902,0
384100.1868,5846573.852,0,384103.0095,5846584.778,0
384098.4549,5846574.598,0,384101.0081,5846585.65,0
384096.7393,5846575.336,0,384098.9952,5846586.519,0
384095.0272,5846576.073,0,384096.8917,5846587.166,0
384093.3154,5846576.81,0,384094.7858,5846587.814,0
384091.5477,5846577.379,0,384092.6737,5846588.464,0
384089.7309,5846577.755,0,384090.5508,5846589.117,0
384087.9264,5846578.129,0,384088.389,5846589.655,0
384086.1297,5846578.501,0,384086.1935,5846590.038,0
384084.3329,5846578.872,0,384084.0001,5846590.42,0
384082.5196,5846579.175,0,384081.8049,5846590.802,0
384080.6991,5846579.478,0,384079.6036,5846591.185,0
384078.8671,5846579.783,0,384077.3824,5846591.262,0
384077.0102,5846579.808,0,384075.1668,5846591.249,0
384075.1517,5846579.799,0,384072.9585,5846591.237,0
384073.2896,5846579.79,0,384070.7521,5846591.224,0
384071.428,5846579.673,0,384068.5336,5846591.168,0
384069.5756,5846579.523,0,384066.3208,5846590.875,0
384067.7313,5846579.373,0,384064.1054,5846590.581,0
384065.8914,5846579.181,0,384061.8854,5846590.287,0
384064.0644,5846578.891,0,384059.6564,5846589.992,0
384062.2351,5846578.594,0,384057.4947,5846589.387,0
384060.4529,5846578.087,0,384055.3517,5846588.733,0
384058.6724,5846577.58,0,384053.2116,5846588.079,0
384056.9065,5846577.02,0,384051.0819,5846587.341,0
384055.161,5846576.429,0,384048.9758,5846586.442,0
384053.4324,5846575.843,0,384046.8628,5846585.541,0
384051.7603,5846575.125,0,384044.7631,5846584.645,0
384050.1228,5846574.301,0,384042.6803,5846583.734,0
384048.4732,5846573.472,0,384040.79,5846582.514,0
384046.8726,5846572.529,0,384038.9177,5846581.305,0
384045.3366,5846571.466,0,384037.0585,5846580.105,0
384043.7963,5846570.397,0,384035.3189,5846578.76,0
384042.2496,5846569.323,0,384033.647,5846577.355,0
384040.6942,5846568.242,0,384031.9928,5846575.965,0
384039.2175,5846567.039,0,384030.3884,5846574.552,0
384037.7764,5846565.774,0,384028.8397,5846573.099,0
384036.3297,5846564.504,0,384027.3004,5846571.656,0
384034.9222,5846563.182,0,384025.7685,5846570.219,0
384033.5164,5846561.851,0,384024.2425,5846568.788,0
384032.1073,5846560.517,0,384022.7212,5846567.361,0
384030.7195,5846559.155,0,384021.2038,5846565.938,0
384029.3338,5846557.785,0,384019.8047,5846564.404,0
384027.9454,5846556.413,0,384018.4416,5846562.845,0
384026.5905,5846555.003,0,384017.0826,5846561.29,0
384025.3304,5846553.5,0,384015.7271,5846559.739,0
384024.0699,5846551.997,0,384014.3765,5846558.194,0
384022.8075,5846550.491,0,384013.1318,5846556.631,0
384021.5903,5846548.887,0,384011.9509,5846555.11,0
384020.4092,5846547.165,0,384010.7855,5846553.609,0
384019.1401,5846545.479,0,384009.5911,5846552.15,0
384017.7815,5846543.847,0,384008.4021,5846550.703,0
384016.4036,5846542.191,0,384007.2144,5846549.276,0
384014.9057,5846540.608,0,384005.7857,5846548.168,0
384013.2059,5846539.188,0,384004.3999,5846547.093,0
384011.4628,5846537.732,0,384003.0003,5846546.166,0
384009.4148,5846536.563,0,384001.6654,5846545.361,0
384007.1972,5846535.492,0,384000.4286,5846544.616,0
384004.8909,5846534.377,0,383998.941,5846544.121,0
384002.636,5846533.447,0,383997.241,5846543.735,0
384000.4307,5846532.924,0,383995.5605,5846543.461,0
383998.2049,5846532.397,0,383993.9575,5846543.358,0
383995.8878,5846531.907,0,383992.5189,5846543.266,0
383993.3889,5846531.943,0,383991.1908,5846543.182,0
383990.8456,5846531.98,0,383989.8217,5846543.294,0
383988.327,5846532.016,0,383988.3475,5846543.496,0
383985.8742,5846532.168,0,383986.7707,5846543.712,0
383983.6547,5846533.048,0,383985.2123,5846544.195,0
383981.4973,5846533.902,0,383983.8215,5846544.652,0
383979.2099,5846534.809,0,383982.4618,5846545.099,0
383976.8395,5846535.748,0,383981.0095,5846545.852,0
383974.5847,5846536.641,0,383979.4229,5846546.681,0
383972.7737,5846537.982,0,383977.9249,5846547.758,0
383971.1155,5846539.398,0,383976.5308,5846549.023,0
383969.4924,5846540.784,0,383975.1198,5846550.304,0
383967.8907,5846542.151,0,383973.8098,5846551.72,0
383966.3562,5846543.565,0,383972.5094,5846553.159,0
383964.9299,5846545.073,0,383971.2047,5846554.603,0
383963.5129,5846546.571,0,383969.9707,5846556.131,0
383962.1042,5846548.061,0,383968.7718,5846557.748,0
383960.7213,5846549.523,0,383967.5422,5846559.406,0
383959.3675,5846550.955,0,383966.2977,5846561.085,0
383958.0558,5846552.41,0,383964.9747,5846562.707,0
383956.8444,5846553.964,0,383963.5746,5846564.279,0
383955.6354,5846555.516,0,383962.1533,5846565.875,0
383954.3185,5846556.936,0,383960.4296,5846567.188,0
383952.9283,5846558.246,0,383958.617,5846568.486,0
383951.4787,5846559.432,0,383956.6882,5846569.821,0
383950.0589,5846560.543,0,383954.3154,5846571.007,0
383948.5489,5846561.172,0,383951.6617,5846572.334,0
383947.2816,5846561.67,0,383948.9909,5846573.139,0
383945.865,5846562.057,0,383946.5141,5846573.799,0
383944.2907,5846562.414,0,383943.7667,5846574.141,0
383942.8279,5846562.535,0,383940.8832,5846574.141,0
383941.4556,5846562.524,0,383938.0608,5846574.141,0
383940.0106,5846562.464,0,383935.4707,5846573.538,0
383938.5064,5846562.058,0,383932.827,5846572.905,0
383937.041,5846561.638,0,383930.2383,5846571.604,0
383935.7114,5846561.16,0,383927.7339,5846570.241,0
383934.3825,5846560.545,0,383925.5979,5846568.652,0
383933.0927,5846559.612,0,383923.6082,5846567.071,0
383931.8258,5846558.516,0,383921.8166,5846565.261,0
383930.672,5846557.303,0,383920.1402,5846563.28,0
383929.6256,5846556.034,0,383918.5353,5846561.259,0
383928.6531,5846554.687,0,383917.0807,5846559.167,0
383927.8306,5846553.214,0,383915.6339,5846557.086,0
383927.1102,5846551.661,0,383914.3082,5846554.981,0
383926.3735,5846550.074,0,383913.1765,5846552.916,0
383925.8122,5846548.334,0,383912.0772,5846550.911,0
383925.2902,5846546.537,0,383910.9496,5846548.854,0
383924.7739,5846544.759,0,383910.1488,5846546.619,0
383924.3212,5846542.995,0,383909.5009,5846544.243,0
383923.9599,5846541.254,0,383908.7033,5846541.319,0
383923.7223,5846539.758,0,383907.9246,5846538.163,0
383923.5367,5846538.305,0,383907.6306,5846535.544,0
383923.3119,5846536.544,0,383907.3695,5846533.217,0
383923.1677,5846534.637,0,383907.7133,5846531.051,0
383923.2257,5846532.699,0,383908.0975,5846528.948,0
383923.2844,5846530.738,0,383908.4753,5846526.881,0
383923.5924,5846528.794,0,383908.8491,5846524.835,0
383923.941,5846526.849,0,383909.2202,5846522.805,0
383924.2903,5846524.9,0,383909.5972,5846520.786,0
383924.6281,5846522.947,0,383909.982,5846518.777,0
383924.9618,5846520.991,0,383910.3655,5846516.775,0
383925.2959,5846519.033,0,383910.7481,5846514.777,0
383925.6302,5846517.074,0,383911.13,5846512.784,0
383925.9647,5846515.113,0,383911.5112,5846510.793,0
383926.2994,5846513.151,0,383911.8918,5846508.806,0
383926.6342,5846511.189,0,383912.272,5846506.821,0
383926.9692,5846509.225,0,383912.6503,5846504.846,0
383927.3048,5846507.258,0,383913.0259,5846502.885,0
383927.6415,5846505.284,0,383913.4003,5846500.93,0
383927.9786,5846503.309,0,383913.7746,5846498.976,0
383928.3157,5846501.333,0,383914.1488,5846497.022,0
383928.6968,5846499.363,0,383914.5229,5846495.069,0
383929.0788,5846497.393,0,383914.8958,5846493.117,0
383929.461,5846495.423,0,383915.2488,5846491.163,0
383929.8433,5846493.452,0,383915.6016,5846489.209,0
383930.2258,5846491.48,0,383915.9542,5846487.258,0
383930.6084,5846489.507,0,383916.3064,5846485.307,0
383930.9913,5846487.533,0,383916.6583,5846483.359,0
383931.3744,5846485.558,0,383917.0098,5846481.413,0
383931.7579,5846483.581,0,383917.3608,5846479.47,0
383932.1417,5846481.602,0,383917.7112,5846477.53,0
383932.526,5846479.62,0,383918.0608,5846475.595,0
383932.8568,5846477.628,0,383918.4094,5846473.665,0
383933.1137,5846475.622,0,383918.7566,5846471.743,0
383933.3713,5846473.611,0,383919.0286,5846469.822,0
383933.6296,5846471.594,0,383919.2725,5846467.915,0
383933.8893,5846469.567,0,383919.5128,5846466.038,0
383934.1511,5846467.522,0,383919.7477,5846464.202,0
383934.3338,5846465.445,0,383919.9785,5846462.398,0
383934.4738,5846463.344,0,383920.2074,5846460.61,0
383934.6146,5846461.232,0,383920.3863,5846458.836,0
383934.7565,5846459.104,0,383920.3112,5846457.083,0
383934.8997,5846456.955,0,383920.2376,5846455.365,0
383935.045,5846454.777,0,383920.1301,5846453.688,0
383934.8477,5846452.585,0,383920.0189,5846452.056,0
383934.641,5846450.367,0,383919.9109,5846450.473,0
383934.4307,5846448.111,0,383919.6154,5846448.874,0
383933.8354,5846445.947,0,383919.2224,5846447.157,0
383933.2366,5846443.881,0,383918.8193,5846445.396,0
383932.6471,5846441.846,0,383918.229,5846443.733,0
383932.0508,5846439.788,0,383917.6476,5846442.144,0
383931.4241,5846437.7,0,383917.1033,5846440.656,0
383930.4982,5846435.655,0,383916.4992,5846439.315,0
383929.553,5846433.568,0,383915.8766,5846437.955,0
383928.615,5846431.496,0,383915.1994,5846436.476,0
383927.7016,5846429.479,0,383914.3717,5846434.98,0
383926.5986,5846427.616,0,383913.4232,5846433.489,0
383925.3822,5846425.862,0,383912.4492,5846431.967,0
383924.1808,5846424.131,0,383911.2282,5846430.657,0
383922.97,5846422.385,0,383910.0968,5846429.444,0
383921.7231,5846420.588,0,383909.0046,5846428.326,0
383920.4456,5846418.746,0,383907.8737,5846427.318,0
383919.1436,5846416.869,0,383906.7882,5846426.349,0
383917.5195,5846415.241,0,383905.7431,5846425.417,0
383915.6158,5846413.891,0,383904.7577,5846424.588,0
383913.6867,5846412.523,0,383903.9388,5846423.997,0
383911.6481,5846411.077,0,383903.144,5846423.424,0
383909.5557,5846409.593,0,383902.1073,5846422.676,0
383907.5122,5846408.144,0,383900.8746,5846421.787,0
383905.2342,5846407.555,0,383899.4467,5846420.984,0
383903.005,5846407.123,0,383897.8995,5846420.2,0
383900.8369,5846406.703,0,383896.2699,5846419.404,0
383898.7077,5846406.291,0,383894.5341,5846418.862,0
383896.6041,5846405.884,0,383892.7744,5846418.312,0
383894.5054,5846405.477,0,383890.9999,5846417.986,0
383892.3812,5846405.066,0,383889.244,5846417.667,0
383890.2162,5846404.758,0,383887.4791,5846417.559,0
383888.0216,5846404.69,0,383885.7239,5846417.493,0
383885.8183,5846404.622,0,383883.9786,5846417.475,0
383883.6009,5846404.554,0,383882.252,5846417.63,0
383881.3661,5846404.533,0,383880.5405,5846417.784,0
383879.1532,5846404.939,0,383878.8615,5846418.093,0
383876.9441,5846405.345,0,383877.2171,5846418.498,0
383874.7323,5846405.751,0,383875.5979,5846418.943,0
383872.5346,5846406.251,0,383873.9609,5846419.59,0
383870.4558,5846406.967,0,383872.2243,5846420.276,0
383868.4655,5846407.651,0,383870.5026,5846421.081,0
383866.4959,5846408.329,0,383868.8567,5846422.007,0
383864.512,5846409.012,0,383867.2565,5846422.907,0
383862.5062,5846409.702,0,383865.8115,5846424.003,0
383860.4746,5846410.427,0,383864.5325,5846425.154,0
383858.5227,5846411.485,0,383863.4216,5846426.154,0
383856.5084,5846412.578,0,383862.4625,5846427.047,0
383854.4411,5846413.699,0,383861.5173,5846427.936,0
383852.3712,5846414.822,0,383860.5166,5846428.877,0
383850.3414,5846415.97,0,383859.4623,5846429.868,0
383848.7709,5846417.635,0,383858.5425,5846431.098,0
383847.2389,5846419.26,0,383857.6253,5846432.375,0
383845.73,5846420.86,0,383856.7199,5846433.636,0
383844.222,5846422.459,0,383855.9361,5846434.946,0
383842.7034,5846424.069,0,383855.2152,5846436.277,0
383841.1753,5846425.69,0,383854.5021,5846437.594,0
383839.7479,5846427.403,0,383853.8989,5846438.97,0
383838.7317,5846429.393,0,383853.3902,5846440.389,0
383837.7246,5846431.366,0,383852.875,5846441.826,0
383836.7287,5846433.316,0,383852.3258,5846443.358,0
383835.7534,5846435.226,0,383851.8352,5846444.99,0
383834.7902,5846437.112,0,383851.4633,5846446.649,0
383833.8232,5846439.006,0,383851.0987,5846448.274,0
383832.9269,5846440.942,0,383850.7414,5846449.867,0
383832.2882,5846442.988,0,383850.4071,5846451.43,0
383831.6489,5846445.035,0,383850.1298,5846452.764,0
383830.9881,5846447.152,0,383849.8597,5846454.063,0
383830.3238,5846449.28,0,383849.5252,5846455.672,0
383829.6893,5846451.312,0,383849.1547,5846457.454,0
383829.0861,5846453.294,0,383848.7711,5846459.3,0
383828.7334,5846455.305,0,383848.3806,5846461.178,0
383828.3829,5846457.305,0,383847.9861,5846463.076,0
383828.0336,5846459.297,0,383847.589,5846464.986,0
383827.6852,5846461.284,0,383847.2028,5846466.908,0
383827.3374,5846463.268,0,383846.8596,5846468.844,0
383826.9899,5846465.25,0,383846.5156,5846470.785,0
383826.6428,5846467.23,0,383846.1709,5846472.73,0
383826.2959,5846469.208,0,383845.8257,5846474.677,0
383825.9531,5846471.186,0,383845.4801,5846476.627,0
383825.6322,5846473.168,0,383845.1341,5846478.58,0
383825.3114,5846475.148,0,383844.7878,5846480.533,0
383824.9907,5846477.128,0,383844.4412,5846482.489,0
383824.6702,5846479.107,0,383844.0945,5846484.445,0
383824.3497,5846481.086,0,383843.7475,5846486.403,0
383824.0292,5846483.064,0,383843.4004,5846488.361,0
383823.7088,5846485.042,0,383843.0531,5846490.321,0
383823.3885,5846487.02,0,383842.7057,5846492.281,0
383823.0682,5846488.998,0,383842.3582,5846494.241,0
383822.7479,5846490.975,0,383842.0107,5846496.202,0
383822.4276,5846492.952,0,383841.6637,5846498.16,0
383822.1072,5846494.931,0,383841.3171,5846500.115,0
383821.7867,5846496.91,0,383840.9706,5846502.07,0
383821.4661,5846498.889,0,383840.6243,5846504.024,0
383821.1454,5846500.869,0,383840.2783,5846505.976,0
383820.8247,5846502.849,0,383839.9324,5846507.928,0
383820.5039,5846504.829,0,383839.5869,5846509.877,0
383820.183,5846506.811,0,383839.2416,5846511.825,0
383819.862,5846508.792,0,383838.8967,5846513.771,0
383819.5408,5846510.775,0,383838.5522,5846515.715,0
383819.2156,5846512.758,0,383838.2082,5846517.656,0
383818.8867,5846514.742,0,383837.8648,5846519.594,0
383818.5577,5846516.727,0,383837.5221,5846521.527,0
383818.2283,5846518.713,0,383837.1803,5846523.456,0
383817.8986,5846520.702,0,383836.8396,5846525.378,0
383817.5684,5846522.694,0,383836.5003,5846527.292,0
383817.2376,5846524.689,0,383836.2266,5846529.203,0
383816.906,5846526.689,0,383836.0015,5846531.104,0
383816.5732,5846528.697,0,383835.7793,5846532.981,0
383816.2386,5846530.715,0,383835.5618,5846534.818,0
383815.9012,5846532.75,0,383835.3525,5846536.585,0
383815.838,5846534.842,0,383835.4496,5846538.214,0
383815.9513,5846537.003,0,383835.5572,5846539.385,0
383816.0721,5846539.307,0,383835.6517,5846540.414,0
383816.1944,5846541.64,0,383835.7747,5846541.753,0
383816.3111,5846543.867,0,383835.9088,5846543.213,0
383816.4261,5846546.061,0,383836.0446,5846544.692,0
383816.6514,5846548.245,0,383836.1826,5846546.195,0
383817.2828,5846550.347,0,383836.3232,5846547.726,0
383817.9093,5846552.432,0,383836.6339,5846549.229,0
383818.5336,5846554.511,0,383836.9934,5846550.697,0
383819.1604,5846556.597,0,383837.3509,5846552.157,0
383819.7901,5846558.693,0,383837.7149,5846553.644,0
383820.4213,5846560.794,0,383838.2968,5846555.067,0
383821.1865,5846562.844,0,383838.9001,5846556.503,0
383822.3082,5846564.721,0,383839.5125,5846557.961,0
383823.4206,5846566.583,0,383840.1349,5846559.443,0
383824.5265,5846568.434,0,383840.982,5846560.806,0
383825.6305,5846570.281,0,383841.832,5846562.159,0
383826.7365,5846572.132,0,383842.6821,5846563.513,0
383827.8461,5846573.989,0,383843.6094,5846564.816,0
383828.9609,5846575.854,0,383844.6879,5846566.002,0
383830.3478,5846577.519,0,383845.764,5846567.186,0
383831.8618,5846579.071,0,383846.8405,5846568.37,0
383833.3686,5846580.615,0,383847.9211,5846569.559,0
383834.8706,5846582.154,0,383849.012,5846570.756,0
383836.3693,5846583.69,0,383850.3061,5846571.759,0
383837.8668,5846585.225,0,383851.6023,5846572.763,0
383839.3658,5846586.761,0,383852.9029,5846573.771,0
383840.8682,5846588.301,0,383854.2823,5846574.693,0
383842.6491,5846589.499,0,383855.7461,5846575.508,0
383844.4235,5846590.684,0,383857.2106,5846576.325,0
383846.1898,5846591.864,0,383858.6938,5846577.151,0
383847.9449,5846593.036,0,383860.2181,5846578.001,0
383849.684,5846594.198,0,383861.8995,5846578.593,0
383851.4236,5846595.36,0,383863.5459,5846579.067,0
383853.1867,5846596.537,0,383865.0484,5846579.5,0
383854.9896,5846597.741,0,383866.3107,5846579.864,0
383857.0047,5846598.718,0,383867.0608,5846580.08,0
383859.2579,5846599.544,0,383867.5754,5846580.245,0
383861.5673,5846600.391,0,383868.6443,5846580.654,0
383863.7172,5846601.179,0,383870.2462,5846581.266,0
383865.7599,5846601.676,0,383871.9822,5846581.93,0
383867.7842,5846602.043,0,383873.771,5846582.615,0
383869.7903,5846602.406,0,383875.5838,5846583.308,0
383871.7886,5846602.768,0,383877.4192,5846584.01,0
383873.7796,5846603.129,0,383879.2762,5846584.721,0
383875.7633,5846603.488,0,383881.1458,5846585.436,0
383877.7427,5846603.847,0,383883.0231,5846586.154,0
383879.7197,5846604.205,0,383884.914,5846586.818,0
383881.6957,5846604.563,0,383886.8491,5846587.256,0
383883.6707,5846604.92,0,383888.7888,5846587.696,0
383885.6438,5846605.278,0,383890.732,5846588.137,0
383887.6158,5846605.635,0,383892.6769,5846588.578,0
383889.5904,5846605.972,0,383894.6229,5846589.02,0
383891.5647,5846606.309,0,383896.5574,5846589.535,0
383893.5383,5846606.646,0,383898.478,5846590.139,0
383895.5113,5846606.983,0,383900.3994,5846590.743,0
383897.484,5846607.32,0,383902.3215,5846591.348,0
383899.4565,5846607.657,0,383904.2444,5846591.952,0
383901.4286,5846607.994,0,383906.1678,5846592.557,0
383903.4005,5846608.331,0,383908.0915,5846593.162,0
383905.3723,5846608.668,0,383910.0155,5846593.767,0
383907.344,5846609.005,0,383911.9396,5846594.372,0
383909.3156,5846609.341,0,383913.8639,5846594.977,0
383911.2871,5846609.678,0,383915.8021,5846595.504,0
383913.2586,5846610.015,0,383917.7411,5846596.026,0
383915.2301,5846610.352,0,383920.1205,5846596.741,0
383916.9522,5846610.646,0,383920.6273,5846596.836,0
